0,1,2,3,4,5
2003-12-03_Blazers_Grizzlies,"Blazers Aquires: ;Wesley Person;first round pick (protected top 3 in 2004, top 1 in 2005) (2004 #23-Sergei Monia);cash",Grizzlies Aquires: ;Bonzi Wells,,,
2003-12-15_Bulls_Raptors,Bulls Aquires: ;Rick Brunson,Raptors Aquires: ;Roger Mason Jr.,,,
2003-12-15_Cavaliers_Celtics,Cavaliers Aquires: ;Eric Williams;Tony Battie;Kedrick Brown,Celtics Aquires: ;Ricky Davis;Chris Mihm;Michael Stewart;2005 second round pick (#50-Ryan Gomes),,,
2003-12-23_76ers_Magic,76ers Aquires: ;2004 conditional second round pick (not exercised);$1M trade exception;cash,Magic Aquires: ;Monty Williams;conditional second round pick (2004 #42-Viktor Sanikidze);cash,,,
2003-12-23_Magic_Suns,Magic Aquires: ;2004 second round pick (#36-Antonio Burks),Suns Aquires: ;Donnell Harvey,,,
2003-12-26_Magic_Suns,Magic Aquires: ;Robert Archibald,Suns Aquires: ;2005 conditional second round pick (not exercised?),,,
2003-12-30_Knicks_Rockets,Knicks Aquires: ;Martyn Norris / Moochie Norris;John Amaechi,Rockets Aquires: ;Clarence Weatherspoon,,,
2004-01-02_Magic_Raptors,Magic Aquires: ;Mengke Bateer;rights to Remon Van de Hare;Magic option to swap 2005 second round picks (#38-Travis Diener),Raptors Aquires: ;Robert Archibald;Magic option to swap 2005 second round picks (#41-Roko-Leni Ukic / Roko Ukic),,,
2004-01-05_Knicks_Suns,Knicks Aquires: ;Stephon Marbury;Anfernee Hardaway / Penny Hardaway;Cezary Trybanski,"Suns Aquires: ;Antonio McDyess;Maciej Lampe;Howard Eisley;Charlie Ward;rights to Milos Vujanic;2004 first round pick (#16-Kirk Snyder);first round pick (protected top 25 in 2006, top 24 in 2007, top 23 in 2008, top 22 in 2009, unprotected in 2010) (2010 #9-Gordon Hayward);$3M cash",,,
2004-01-21_Blazers_Cavaliers,Blazers Aquires: ;Darius Miles,Cavaliers Aquires: ;Jeff McInnis;Ruben Boumtje Boumtje,,,
2004-02-09_Blazers_Hawks,Blazers Aquires: ;Shareef Abdur-Rahim;Theo Ratliff;Dan Dickau,Hawks Aquires: ;Rasheed Wallace;Wesley Person,,,
2004-02-15_Bucks_Hawks_Knicks,Bucks Aquires: ;Keith Van Horn,Hawks Aquires: ;Michael Doleac;Joel Przybilla;2005 second round pick (#37-Ronny Turiaf),Knicks Aquires: ;Tim Thomas;Nazr Mohammed,,
2004-02-19_Hornets_Magic,Hornets Aquires: ;Shammond Williams,Magic Aquires: ;Sean Rooks,,,
2004-02-19_Jazz_Magic,Jazz Aquires: ;Gordan Giricek,Magic Aquires: ;DeShawn Stevenson;2007 second round pick (#39-Stanko Barac),,,
2004-02-19_Jazz_Suns,"Jazz Aquires: ;Tom Gugliotta;2004 first round pick (less favorable of Suns, Knicks) (#16-Kirk Snyder);first round pick (protected top 25 in 2006, top 24 in 2007, top 23 in 2008, top 22 in 2009, unprotected in 2010) (2010 #9-Gordon Hayward);2005 second round pick (#60-Alex Acker);cash",Suns Aquires: ;Keon Clark;Ben Handlogten,,,
2004-02-19_Celtics_Hawks_Pistons,Celtics Aquires: ;Lindsey Hunter;Chucky Atkins;2004 first round pick (from Pistons) (#25-Tony Allen);$3M cash,Hawks Aquires: ;Bob Sura;Chris Mills;Zeljko Rebraca;2004 first round pick (from Pistons) (lottery protected) (#17-Josh Smith),Pistons Aquires: ;Rasheed Wallace;Mike James (Lamont),,
2004-06-21_Bobcats_Clippers,Bobcats Aquires: ;2004 first round pick (#2-Emeka Okafor),Clippers Aquires: ;2004 first round pick (#4-Shaun Livingston);2004 second round pick (#33-Lionel Chalmers);Bobcats agreed to select Predrag Drobnjak / Peja Drobnjak in expansion draft,,,
2004-06-22_Bobcats_Suns,Bobcats Aquires: ;2005 first round pick (#13-Sean May);$3M cash,Suns Aquires: ;rights to Jahidi White,,,
2004-06-23_Bobcats_Bucks,Bobcats Aquires: ;2004 second round pick (#45-Bernard Robinson),Bucks Aquires: ;Zaur Pachulia / Zaza Pachulia,,,
2004-06-23_Bobcats_Cavaliers,"Bobcats Aquires: ;first round pick (protected top 17 in 2005, top 16 in 2006, top 15 in 2007, top 14 in 2008) (2007 #22-Jared Dudley)",Cavaliers Aquires: ;Aleksandar Pavlovic / Sasha Pavlovic,,,
2004-06-24_Blazers_Nets,Blazers Aquires: ;rights to Viktor Khryapa,Nets Aquires: ;Eddie Gill;cash,,,
2004-06-24_Bulls_Suns,Bulls Aquires: ;rights to Luol Deng,"Suns Aquires: ;rights to Jackson Vroman;first round pick (protected top 3 in 2005, top 1 in 2006) (2005 #21-Nate Robinson);$3M cash",,,
2004-06-24_Grizzlies_Sonics,Grizzlies Aquires: ;Andre Emmett,Sonics Aquires: ;2005 second round pick (#48-Mickael Gelabale);cash considerations,,,
2004-06-24_Grizzlies_Magic,Grizzlies Aquires: ;rights to Antonio Burks,Magic Aquires: ;cash considerations,,,
2004-06-24_Hawks_Spurs,Hawks Aquires: ;2005 second round pick (#59-Cenk Akyol);cash considerations,Spurs Aquires: ;rights to Viktor Sanikidze,,,
2004-06-24_Heat_Raptors,Heat Aquires: ;rights to Albert Miralles,Raptors Aquires: ;rights to Pape Sow;2005 second round pick (#58-Uros Slokar),,,
2004-06-24_Jazz_Mavericks,Jazz Aquires: ;2005 first round pick (#27-Linas Kleiza),Mavericks Aquires: ;rights to Pavel Podkolzine,,,
2004-06-24_Magic_Nuggets,Magic Aquires: ;rights to Jameer Nelson,"Nuggets Aquires: ;first round pick (protected unknown in 2004, top 13 in 2005, top 3 in 2006) (2005 #20-Julius Hodge)",,,
2004-06-24_Mavericks_Wizards,Mavericks Aquires: ;Jerry Stackhouse;Christian Laettner;rights to Devin Harris,Wizards Aquires: ;Antawn Jamison;$1M cash,,,
2004-06-24_Mavericks_Rockets,Mavericks Aquires: ;rights to Luis Flores;cash,Rockets Aquires: ;rights to Vassilis Spanoulis,,,
2004-06-24_Mavericks_Warriors,Mavericks Aquires: ;Erick Dampier;Evan Eschmeyer;rights to Steve Logan,Warriors Aquires: ;Christian Laettner;Eduardo Najera;rights to Luis Flores;rights to Mladen Sekularac;76ers first round pick (lottery protected) (?-?);2007 first round pick (top 7 protected) (#30-Petteri Koponen);cash,,,
2004-06-28_Magic_Rockets,Magic Aquires: ;Steve Francis;Cuttino Mobley;Kelvin Cato,Rockets Aquires: ;Tracy McGrady;Tyronn Lue;Reece Gaines;Juwan Howard,,,
2004-07-14_Bobcats_Clippers,Bobcats Aquires: ;Melvin Ely;Eddie House,Clippers Aquires: ;2005 second round pick (#32-Daniel Ewing);2006 second round pick (#34-Paul Davis),,,
2004-07-14_Heat_Lakers,Heat Aquires: ;Shaquille O'Neal,Lakers Aquires: ;Lamar Odom;Brian Grant;Caron Butler;first round pick (2006 #26-Jordan Farmar);second round pick (2007 #50-Renaldas Seibutis),,,
2004-07-15_Nets_Nuggets,"Nets Aquires: ;first round pick (protected top 8 in 2005, top 5 in 2006, top 2 in 2007) (2005 #16-Joey Graham);first round pick (protected top 14 in 2005, unprotected in 2006) (2006 #22-Marcus Williams);first round pick (protected top 5 in 2006, top 2 in 2007) (2006 #20-Renaldo Balkman)",Nuggets Aquires: ;Kenyon Martin Sr.,,,
2004-07-15_Hawks_Pacers,Hawks Aquires: ;Al Harrington,Pacers Aquires: ;Stephen Jackson,,,
2004-07-19_76ers_Cavaliers,76ers Aquires: ;Kevin Ollie;Kedrick Brown,Cavaliers Aquires: ;Eric Snow,,,
2004-07-20_76ers_Cavaliers,76ers Aquires: ;Kedrick Brown;Kevin Ollie,Cavaliers Aquires: ;Eric Snow,,,
2004-07-20_Blazers_Warriors,Blazers Aquires: ;Nick Van Exel,Warriors Aquires: ;Dale Davis;Dan Dickau,,,
2004-07-23_Cavaliers_Magic,Cavaliers Aquires: ;Drew Gooden;Steven Hunter;rights to Anderson Varejao,Magic Aquires: ;Tony Battie;2005 second round pick (#44-Martynas Andriuskevicius);2007 second round pick (#54-Brad Newley),,,
2004-07-26_Mavericks_Sonics,Mavericks Aquires: ;Calvin Booth,Sonics Aquires: ;Danny Fortson,,,
2004-07-29_Clippers_Nets (SN),Clippers Aquires: ;Kerry Kittles,Nets (SN) Aquires: ;2005 second round pick (#42-Chris Taft);cash considerations,,,
2004-07-29_Clippers_Nets,Clippers Aquires: ;Kerry Kittles;$1.5M cash,Nets Aquires: ;2005 second round pick (#42-Chris Taft),,,
2004-07-29_Clippers (SN)_Nets,Nets Aquires: ;2005 second round pick (#42-Chris Taft);cash considerations,Clippers (SN) Aquires: ;Kerry Kittles,,,
2004-08-04_76ers_Pistons,76ers Aquires: ;Corliss Williamson;cash,Pistons Aquires: ;Derrick Coleman;Amal McCaskill,,,
2004-08-04_Hawks_Mavericks,Hawks Aquires: ;Antoine Walker;Tony Delk,"Mavericks Aquires: ;Jason Terry;Alan Henderson;76ers 2007 first round pick (lottery protected, else $1M cash)",,,
2004-08-05_Bulls_Knicks,Bulls Aquires: ;Othella Harrington;Frank Williams;Dikembe Mutombo;Cezary Trybanski,Knicks Aquires: ;Jamal Crawford;Jerome Williams,,,
2004-08-06_Celtics_Lakers,"Celtics Aquires: ;Gary Payton (Sr.);Rick Fox;conditional first round pick (protected top 10 in 2006, top 5 2007, top 3 in 2008) (2006 #21-Rajon Rondo);$2M cash",Lakers Aquires: ;Chris Mihm;Chucky Atkins;Jumaine Jones;2005 second round pick (removed on 2004-08-13),,,
2004-08-13_Celtics_Lakers,Celtics Aquires: ;Marcus Banks;2005 second round pick,Lakers Aquires: ;Jumaine Jones,,,
2004-08-16_Bobcats_Hawks,Bobcats Aquires: ;2005 second round pick (#37-Ronny Turiaf),Hawks Aquires: ;Predrag Drobnjak / Peja Drobnjak,,,
2004-08-24_Mavericks_Warriors,Mavericks Aquires: ;Dan Dickau,Warriors Aquires: ;trade exception,,,
2004-09-08_Bulls_Rockets,Bulls Aquires: ;Eric Piatkowski;Adrian Griffin;Mike Wilks,Rockets Aquires: ;Dikembe Mutombo,,,
2004-11-01_Bobcats_Magic,Bobcats Aquires: ;Keith Bogans,Magic Aquires: ;Brandon Hunter,,,
2004-12-03_Hornets_Mavericks,Hornets Aquires: ;Dan Dickau;2005 second round pick (#57-Marcin Gortat),Mavericks Aquires: ;Darrell Armstrong,,,
2004-12-06_Bobcats_Lakers,Bobcats Aquires: ;Kareem Rush,Lakers Aquires: ;2005 second round pick (#37-Ronny Turiaf);2008 second round pick (ammended to 2009 second round pick on 2005-10-26) (#42-Patrick Beverley),,,
2004-12-17_Nets_Raptors,Nets Aquires: ;Vince Carter,"Raptors Aquires: ;Alonzo Mourning;Eric Williams;Aaron Williams;first round pick (protected top 8 in 2005, top 5 in 2006) (2005 #16-Joey Graham);first round pick (protected top 5 in 2006, top 2 in 2007) (2006 #20-Renaldo Balkman)",,,
2004-12-23_Hawks_Rockets,Hawks Aquires: ;Tyronn Lue,Rockets Aquires: ;Jon Barry,,,
2004-12-27_Hornets_Rockets,Hornets Aquires: ;Jim Jackson;Bostjan Nachbar,Rockets Aquires: ;David Wesley,,,
2005-01-03_Suns_Warriors,"Suns Aquires: ;second round pick (protected top 40 in 2005, top 38 in 2006, unprotected in 2007) (2007 #49-Aaron Gray);2009 second round pick (#37-DeJuan Blair)",Warriors Aquires: ;Zarko Cabarkapa,,,
2005-01-10_Kings_Magic,Kings Aquires: ;Cuttino Mobley;Michael Bradley,Magic Aquires: ;Doug Christie,,,
2005-01-21_Hornets_Suns,Hornets Aquires: ;Casey Jacobsen;Maciej Lampe;Jackson Vroman,Suns Aquires: ;Jim Jackson;2005 second round pick (#57-Marcin Gortat),,,
2005-01-21_Jazz_Pistons,Jazz Aquires: ;Elden Campbell;2006 or later first round pick (lottery protected) (2006 #30-Joel Freeland),Pistons Aquires: ;Carlos Arroyo,,,
2005-02-08_Celtics_Suns,"Celtics Aquires: ;second round pick (less favorable of Celtics, Warriors picks; protected top 40 in 2005, top 38 in 2006, unprotected in 2007) (2007 #49-Aaron Gray)",Suns Aquires: ;Walter McCarty;cash,,,
2005-02-14_Nets_Warriors,Nets Aquires: ;Clifford Robinson (R.),Warriors Aquires: ;2005 second round pick (#42-Chris Taft);2007 second round pick (#46-Stephane Lasme),,,
2005-02-23_76ers_Kings,76ers Aquires: ;Chris Webber;Matt Barnes;Michael Bradley,Kings Aquires: ;Kenny Thomas;Brian Skinner;Corliss Williamson,,,
2005-02-24_76ers_Hornets,76ers Aquires: ;Rodney Rogers;Jamal Mashburn,Hornets Aquires: ;Glenn Robinson (Jr.),,,
2005-02-24_Bobcats_Heat,Bobcats Aquires: ;Malik Allen;cash,Heat Aquires: ;Steve Smith (Delano),,,
2005-02-24_Knicks_Rockets,Knicks Aquires: ;Maurice Taylor,Rockets Aquires: ;Martyn Norris / Moochie Norris;Vin Baker;2006 second round pick (#32-Steve Novak),,,
2005-02-24_Bucks_Mavericks,Bucks Aquires: ;Alan Henderson;Calvin Booth;$250K cash,Mavericks Aquires: ;Keith Van Horn,,,
2005-02-24_Hornets_Warriors,Hornets Aquires: ;Craig Claxton / Speedy Claxton;Dale Davis;cash,Warriors Aquires: ;Baron Davis,,,
2005-02-24_Bucks_Rockets,Bucks Aquires: ;Reece Gaines;2006 second round pick (#39-David Noel);2007 second round pick (#56-Ramon Sessions),Rockets Aquires: ;Mike James (Lamont);Zendon Hamilton,,,
2005-02-24_Knicks_Spurs,Knicks Aquires: ;Malik Rose;first round pick (protected top 21 in 2005-09) (2005 #30-David Lee);2006 first round pick (protected top 10) (2006 #29-Mardy Collins);cash (Rose's trade kicker),Spurs Aquires: ;Nazr Mohammed;Jamison Brewer,,,
2005-02-24_Nuggets_Warriors,Nuggets Aquires: ;Eduardo Najera;Luis Flores;2007 first round pick (top 7 protected) (#30-Petteri Koponen),Warriors Aquires: ;Nikoloz Tskitishvili;Rodney White,,,
2005-02-24_Celtics_Hawks,Celtics Aquires: ;Antoine Walker,"Hawks Aquires: ;Gary Payton (Sr.);Tom Gugliotta;Michael Stewart;first round pick (less favorable of Celtics, Lakers pick) (lottery protected in 2005-06) (2006 #21-Rajon Rondo)",,,
2005-02-24_Cavaliers_Celtics,Cavaliers Aquires: ;Jiri Welsch,Celtics Aquires: ;2007 first round pick (protected top 10) (#24-Rudy Fernandez);Cavaliers agreed to remove all protection on their 2005 first round pick,,,
2005-06-07_76ers_Jazz,76ers Aquires: ;2005 second round pick (#60-Alex Acker),Jazz Aquires: ;2008 second round pick (top 35 protected in 2008-09) (2008 #44-Ante Tomic),,,
2005-06-28_Bucks_Cavaliers,Bucks Aquires: ;Jiri Welsch,Cavaliers Aquires: ;2006 second round pick (#44-Lior Eliyahu),,,
2005-06-28_Blazers_Jazz,Blazers Aquires: ;2005 first round pick (#6-Martell Webster);2005 first round pick (#27-Linas Kleiza);first round pick (lottery protected 2006-10) (2006 #30-Joel Freeland),Jazz Aquires: ;2005 first round pick (#3-Deron Williams),,,
2005-06-28_Blazers_Nuggets,Blazers Aquires: ;rights to Jarrett Jack,Nuggets Aquires: ;rights to Linas Kleiza;rights to Ricky Sanchez,,,
2005-06-28_Cavaliers_Magic,Cavaliers Aquires: ;rights to Martynas Andriuskevicius,Magic Aquires: ;2006 second round pick (#55-Ejike Ugboaja);cash,,,
2005-06-28_Grizzlies_Sonics,Grizzlies Aquires: ;rights to Lawrence Roberts,Sonics Aquires: ;2006 second round pick (#53-Yotam Halperin);2007 second round pick (#31-Carl Landry);cash considerations,,,
2005-06-28_Knicks_Suns,Knicks Aquires: ;Quentin Richardson;rights to Nate Robinson;cash,Suns Aquires: ;Kurt Thomas;rights to Dijon Thompson,,,
2005-06-28_Magic_Suns,Magic Aquires: ;rights to Marcin Gortat,Suns Aquires: ;cash considerations,,,
2005-08-02_Bobcats_Kings,Bobcats Aquires: ;2006 second round pick (#50-Ryan Hollins),Kings Aquires: ;Jason Hart,,,
2005-08-02_Bobcats_Suns,Bobcats Aquires: ;Jake Voskuhl,Suns Aquires: ;2007 second round pick (top 55 protected) (not exercised),,,
2005-08-02_Lakers_Wizards,Lakers Aquires: ;Kwame Brown;Laron Profit,Wizards Aquires: ;Caron Butler;Chucky Atkins,,,
2005-08-02_Grizzlies_Kings,Grizzlies Aquires: ;Bobby Jackson;Greg Ostertag,Kings Aquires: ;Bonzi Wells,,,
2005-08-02_Blazers_Nets (trade later rescinded by Nets when Abdur-Rahim failed physical),Blazers Aquires: ;2006 or later first round pick (lottery protected in 2006);trade exception,Nets (trade later rescinded by Nets when Abdur-Rahim failed physical) Aquires: ;Shareef Abdur-Rahim,,,
2005-08-02_Celtics_Grizzlies_Heat_Hornets_Jazz,Celtics Aquires: ;Qyntel Woods;Curtis Borchardt;rights to Albert Miralles;2006 second round pick (from Heat) (#56-Edin Bavcic);2007 or 2008 conditional second round pick (from Heat) (#31-Nikola Pekovic);cash,Grizzlies Aquires: ;Eddie Jones;Raul Lopez,Heat Aquires: ;Antoine Walker;Jason Williams;Andre Emmett;James Posey;rights to Roberto Duenas,Hornets Aquires: ;Rasual Butler;Kirk Snyder,Jazz Aquires: ;Greg Ostertag
2005-08-02_Blazers (trade later rescinded by Nets when Abdur-Rahim failed physical)_Nets,Nets Aquires: ;Shareef Abdur-Rahim,Blazers (trade later rescinded by Nets when Abdur-Rahim failed physical) Aquires: ;2006 or later first round pick (lottery protected in 2006);trade exception,,,
2005-08-09_76ers_Nets,76ers Aquires: ;2006 conditional second round pick (not exercised?),Nets Aquires: ;Marc Jackson;cash,,,
2005-08-09_Blazers_Nets,Blazers Aquires: ;Shareef Abdur-Rahim,Nets Aquires: ;2006 or later first round pick (lottery protected in 2006);trade exception,,,
2005-08-12_Clippers_Timberwolves,"Clippers Aquires: ;Sam Cassell;first round pick (protected top 10 through 2011, unprotected in 2012) (2012 #10-Austin Rivers)",Timberwolves Aquires: ;Marko Jaric;Lionel Chalmers,,,
2005-08-19_Hawks_Suns,Hawks Aquires: ;Joe Johnson,"Suns Aquires: ;Boris Diaw;2006 first round pick (less favorable of Celtics, Lakers) (2006 #21-Rajon Rondo);first round pick (lottery protected in 2006, top 3 protected in 2007) (2008 #15-Robin Lopez)",,,
2005-08-25_Pacers_Suns,Pacers Aquires: ;2008 second round pick (#55-Mike Taylor),Suns Aquires: ;James Jones (Andrew),,,
2005-09-30_Celtics_Hornets,Celtics Aquires: ;Dan Dickau,Hornets Aquires: ;2006 second round pick (#56-Edin Bavcic),,,
2005-10-04_Bulls_Knicks,Bulls Aquires: ;Tim Thomas;Michael Sweetney / Mike Sweetney;Jermaine Jackson;2006 first round pick (conditional if pick does not transfer to Jazz from earlier trade (if pick is #26-30) and also that Knicks receive Spurs native first round pick (if pick is #11-30)) (#2-LaMarcus Aldridge);Bulls option to swap 2007 first round picks (#9-Joakim Noah);2007 second round pick (#38-Kyrylo Fesenko);2009 second round pick (#38-Jon Brockman),Knicks Aquires: ;Eddy Curry;Antonio Davis;Bulls conditional right to swap 2007 first round picks (#23-Wilson Chandler),,,
2005-10-04_Raptors_Rockets,Raptors Aquires: ;Mike James (Lamont),Rockets Aquires: ;Rafer Alston,,,
2005-10-26_Bucks_Hornets,Bucks Aquires: ;Jamaal Magloire,Hornets Aquires: ;Desmond Mason;2006 first round pick (#15-Cedric Simmons);cash,,,
2005-10-26_Bobcats_Lakers,Bobcats Aquires: ;Jumaine Jones,Lakers Aquires: ;2007 second round pick (#40-Sun Yue),,,
2005-10-31_Pistons_Timberwolves,Pistons Aquires: ;2006-09 (Timberwolves choice) second round pick (2009 #35-DaJuan Summers),Timberwolves Aquires: ;Ronald Dupree,,,
2006-01-25_Kings_Pacers,Kings Aquires: ;Ron Artest / Metta World Peace,Pacers Aquires: ;Predrag Stojakovic / Peja Stojakovic,,,
2006-01-26_Suns_Timberwolves,Suns Aquires: ;Nikoloz Tskitishvili,Timberwolves Aquires: ;2006 second round pick (#57-Loukas Mavrokefalidis),,,
2006-01-26_Celtics_Timberwolves,"Celtics Aquires: ;Wally Szczerbiak;Michael Olowokandi;Dwayne Jones;first round pick (protected as follows: if Timberwolves send first round pick owed to Clippers in 2007, pick is protected top 14 in 2009, top 5 in 2010, top 3 in 2011; if Timberwolves send first round pick owed to Clippers in 2008, pick is protected top 14 in 2010, top 5 in 2011; if Timberwolves send first round pick owed to Clippers in 2009, pick is protected top 14 in 2011; if Timberwolves send first round pick owed to Clippers in 2010, pick is unprotected for 2012) (2009 #6-Jonny Flynn)",Timberwolves Aquires: ;Ricky Davis;Marcus Banks;Mark Blount;Justin Reed;conditional second round pick (2006 #36-Craig Smith);conditional second round pick (2008 #31-Nikola Pekovic),,,
2006-01-31_Hornets_Raptors,Hornets Aquires: ;Aaron Williams,Raptors Aquires: ;2006 second round pick (#56-Edin Bavcic);2009 second round pick (#51-Jack McClinton),,,
2006-02-01_76ers_Hornets (later rescinded when Hunter failed physical),76ers Aquires: ;2006 second round pick;2007 second round pick,Hornets (later rescinded when Hunter failed physical) Aquires: ;Steven Hunter,,,
2006-02-01_76ers (later rescinded when Hunter failed physical)_Hornets,Hornets Aquires: ;Steven Hunter,76ers (later rescinded when Hunter failed physical) Aquires: ;2006 second round pick;2007 second round pick,,,
2006-02-03_Knicks_Raptors,Knicks Aquires: ;Jalen Rose;2006 first round pick (#20-Renaldo Balkman);cash,Raptors Aquires: ;Antonio Davis,,,
2006-02-08_76ers_Hornets,76ers Aquires: ;Steven Hunter,Hornets Aquires: ;2006 second round pick;2007 second round pick,,,
2006-02-09_Bobcats_Rockets,Bobcats Aquires: ;Lonny Baxter,Rockets Aquires: ;Keith Bogans,,,
2006-02-13_Hornets_Rockets,Hornets Aquires: ;Martyn Norris / Moochie Norris,Rockets Aquires: ;Maciej Lampe,,,
2006-02-14_Clippers_Sonics,Clippers Aquires: ;Vladimir Radmanovic,Sonics Aquires: ;Chris Wilcox,,,
2006-02-15_Magic_Pistons,Magic Aquires: ;Darko Milicic;Carlos Arroyo,Pistons Aquires: ;Kelvin Cato;2007 first round pick (protected top 5) (#15-Rodney Stuckey),,,
2006-02-22_Knicks_Magic,Knicks Aquires: ;Steve Francis,Magic Aquires: ;Trevor Ariza;Anfernee Hardaway / Penny Hardaway,,,
2006-02-23_76ers_Cavaliers,76ers Aquires: ;2006 conditional second round pick (if Cavaliers finish with at least third best record in the league) (not exercised),Cavaliers Aquires: ;Lee Nailon;2006 second round pick (#42-Daniel Gibson),,,
2006-02-23_Cavaliers_Sonics,Cavaliers Aquires: ;Ronald Murray / Flip Murray,Sonics Aquires: ;Mike Wilks;$500K cash,,,
