Key,Date,From,To,Teams Involved,Player Trade,Rights/Pick Trade
2000-09-20_Knicks_Lakers_Sonics_Suns=Horace Grant+Travis Knight,2000-09-20,Horace Grant,Travis Knight,"['Suns', 'Knicks', 'Lakers', 'Sonics']",True,False
2000-09-20_Knicks_Lakers_Sonics_Suns=Glen Rice (Sr.)+Greg Foster,2000-09-20,Greg Foster,Glen Rice (Sr.),"['Suns', 'Knicks', 'Lakers', 'Sonics']",True,False
2000-09-20_Knicks_Lakers_Sonics_Suns=Greg Foster+Travis Knight,2000-09-20,Greg Foster,Travis Knight,"['Suns', 'Knicks', 'Lakers', 'Sonics']",True,False
2000-09-20_Knicks_Lakers_Sonics_Suns=Chuck Person+Glen Rice (Sr.),2000-09-20,Chuck Person,Glen Rice (Sr.),"['Suns', 'Knicks', 'Lakers', 'Sonics']",True,False
2000-09-20_Knicks_Lakers_Sonics_Suns=Chuck Person+Travis Knight,2000-09-20,Chuck Person,Travis Knight,"['Suns', 'Knicks', 'Lakers', 'Sonics']",True,False
2000-09-20_Knicks_Lakers_Sonics_Suns=Emanual Davis+Glen Rice (Sr.),2000-09-20,Emanual Davis,Glen Rice (Sr.),"['Suns', 'Knicks', 'Lakers', 'Sonics']",True,False
2000-09-20_Knicks_Lakers_Sonics_Suns=Emanual Davis+Travis Knight,2000-09-20,Emanual Davis,Travis Knight,"['Suns', 'Knicks', 'Lakers', 'Sonics']",True,False
2000-09-20_Knicks_Lakers_Sonics_Suns=Horace Grant+Patrick Ewing Sr.,2000-09-20,Patrick Ewing Sr.,Horace Grant,"['Suns', 'Knicks', 'Lakers', 'Sonics']",True,False
2000-09-20_Knicks_Lakers_Sonics_Suns=Chuck Person+Patrick Ewing Sr.,2000-09-20,Patrick Ewing Sr.,Chuck Person,"['Suns', 'Knicks', 'Lakers', 'Sonics']",True,False
2000-09-20_Knicks_Lakers_Sonics_Suns=Greg Foster+Patrick Ewing Sr.,2000-09-20,Patrick Ewing Sr.,Greg Foster,"['Suns', 'Knicks', 'Lakers', 'Sonics']",True,False
2000-09-20_Knicks_Lakers_Sonics_Suns=Emanual Davis+Patrick Ewing Sr.,2000-09-20,Patrick Ewing Sr.,Emanual Davis,"['Suns', 'Knicks', 'Lakers', 'Sonics']",True,False
2000-09-25_Nuggets_Wizards=Popeye Jones+Tracy Murray,2000-09-25,Tracy Murray,Popeye Jones,"['Nuggets', 'Wizards']",True,False
2000-09-25_Nuggets_Wizards=Rod Grizzard+Tracy Murray,2000-09-25,Tracy Murray,Rod Grizzard,"['Nuggets', 'Wizards']",True,True
2000-09-28_Bulls_Rockets=Bryce Drew+Dee Brown (a),2000-09-28,Bryce Drew,Dee Brown (a),"['Bulls', 'Rockets']",True,True
2000-09-29_Kings_Raptors=Corliss Williamson+Doug Christie,2000-09-29,Doug Christie,Corliss Williamson,"['Kings', 'Raptors']",True,False
2000-10-16_Celtics_Nuggets=Bryant Stith+Robert Pack,2000-10-16,Bryant Stith,Robert Pack,"['Celtics', 'Nuggets']",True,False
2000-10-16_Celtics_Nuggets=Bryant Stith+Calbert Cheaney,2000-10-16,Bryant Stith,Calbert Cheaney,"['Celtics', 'Nuggets']",True,False
2000-10-16_Celtics_Nuggets=Chris Herren+Robert Pack,2000-10-16,Chris Herren,Robert Pack,"['Celtics', 'Nuggets']",True,False
2000-10-16_Celtics_Nuggets=Calbert Cheaney+Chris Herren,2000-10-16,Chris Herren,Calbert Cheaney,"['Celtics', 'Nuggets']",True,False
2000-10-17_Mavericks_Pistons=Dana Barros+Loy Vaught,2000-10-17,Loy Vaught,Dana Barros,"['Mavericks', 'Pistons']",True,False
2000-10-17_Mavericks_Pistons=Ansu Sesay+Loy Vaught,2000-10-17,Loy Vaught,Ansu Sesay,"['Mavericks', 'Pistons']",True,False
2000-11-26_Heat_Pistons=Cedric Ceballos+Tito Maddox,2000-11-26,Cedric Ceballos,Tito Maddox,"['Heat', 'Pistons']",True,True
2000-11-26_Heat_Pistons=Tito Maddox+Tommy Smith,2000-11-26,Tommy Smith,Tito Maddox,"['Heat', 'Pistons']",False,True
2000-11-28_Clippers_Wizards=Cherokee Parks+Tyrone Nesby,2000-11-28,Cherokee Parks,Tyrone Nesby,"['Clippers', 'Wizards']",True,False
2000-11-28_Clippers_Wizards=Obinna Ekezie+Tyrone Nesby,2000-11-28,Obinna Ekezie,Tyrone Nesby,"['Clippers', 'Wizards']",True,False
2001-01-02_Cavaliers_Hawks=Brevin Knight+Jim Jackson,2001-01-02,Jim Jackson,Brevin Knight,"['Cavaliers', 'Hawks']",True,False
2001-01-02_Cavaliers_Hawks=Anthony Johnson+Brevin Knight,2001-01-02,Anthony Johnson,Brevin Knight,"['Cavaliers', 'Hawks']",True,False
2001-01-02_Cavaliers_Hawks=Brevin Knight+Larry Robinson (b. 1968-01-11),2001-01-02,Larry Robinson (b. 1968-01-11),Brevin Knight,"['Cavaliers', 'Hawks']",True,False
2001-01-12_Nuggets_Raptors=Keon Clark+Kevin Willis,2001-01-12,Kevin Willis,Keon Clark,"['Nuggets', 'Raptors']",True,False
2001-01-12_Nuggets_Raptors=Kevin Willis+Tracy Murray,2001-01-12,Kevin Willis,Tracy Murray,"['Nuggets', 'Raptors']",True,False
2001-01-12_Nuggets_Raptors=Kevin Willis+Mamadou N'diaye,2001-01-12,Kevin Willis,Mamadou N'diaye,"['Nuggets', 'Raptors']",True,False
2001-01-12_Nuggets_Raptors=Aleksandar Radojevic+Keon Clark,2001-01-12,Aleksandar Radojevic,Keon Clark,"['Nuggets', 'Raptors']",True,False
2001-01-12_Nuggets_Raptors=Aleksandar Radojevic+Tracy Murray,2001-01-12,Aleksandar Radojevic,Tracy Murray,"['Nuggets', 'Raptors']",True,False
2001-01-12_Nuggets_Raptors=Aleksandar Radojevic+Mamadou N'diaye,2001-01-12,Aleksandar Radojevic,Mamadou N'diaye,"['Nuggets', 'Raptors']",True,False
2001-01-12_Nuggets_Raptors=Garth Joseph+Keon Clark,2001-01-12,Garth Joseph,Keon Clark,"['Nuggets', 'Raptors']",True,False
2001-01-12_Nuggets_Raptors=Garth Joseph+Tracy Murray,2001-01-12,Garth Joseph,Tracy Murray,"['Nuggets', 'Raptors']",True,False
2001-01-12_Nuggets_Raptors=Garth Joseph+Mamadou N'diaye,2001-01-12,Garth Joseph,Mamadou N'diaye,"['Nuggets', 'Raptors']",True,False
2001-01-12_Nuggets_Raptors=Keon Clark+Ousmane Cisse,2001-01-12,Ousmane Cisse,Keon Clark,"['Nuggets', 'Raptors']",True,True
2001-01-12_Nuggets_Raptors=Ousmane Cisse+Tracy Murray,2001-01-12,Ousmane Cisse,Tracy Murray,"['Nuggets', 'Raptors']",True,True
2001-01-12_Nuggets_Raptors=Mamadou N'diaye+Ousmane Cisse,2001-01-12,Ousmane Cisse,Mamadou N'diaye,"['Nuggets', 'Raptors']",True,True
2001-01-26_Suns_Warriors=Corie Blount+Vinny Del Negro,2001-01-26,Vinny Del Negro,Corie Blount,"['Suns', 'Warriors']",True,False
2001-01-26_Suns_Warriors=Ruben Garces+Vinny Del Negro,2001-01-26,Vinny Del Negro,Ruben Garces,"['Suns', 'Warriors']",True,False
2001-01-26_Suns_Warriors=Paul McPherson+Vinny Del Negro,2001-01-26,Vinny Del Negro,Paul McPherson,"['Suns', 'Warriors']",True,False
2001-01-30_Grizzlies_Knicks=Erick Strickland+Othella Harrington,2001-01-30,Erick Strickland,Othella Harrington,"['Grizzlies', 'Knicks']",True,False
2001-01-30_Grizzlies_Knicks=Jamaal Tinsley+Othella Harrington,2001-01-30,Jamaal Tinsley,Othella Harrington,"['Grizzlies', 'Knicks']",True,True
2001-01-30_Grizzlies_Knicks=Antonis Fotsis+Othella Harrington,2001-01-30,Antonis Fotsis,Othella Harrington,"['Grizzlies', 'Knicks']",True,True
2001-02-22_76ers_Hawks=Dikembe Mutombo+Toni Kukoc,2001-02-22,Dikembe Mutombo,Toni Kukoc,"['76ers', 'Hawks']",True,False
2001-02-22_76ers_Hawks=Dikembe Mutombo+Theo Ratliff,2001-02-22,Dikembe Mutombo,Theo Ratliff,"['76ers', 'Hawks']",True,False
2001-02-22_76ers_Hawks=Dikembe Mutombo+Nazr Mohammed,2001-02-22,Dikembe Mutombo,Nazr Mohammed,"['76ers', 'Hawks']",True,False
2001-02-22_76ers_Hawks=Dikembe Mutombo+Pepe Sanchez,2001-02-22,Dikembe Mutombo,Pepe Sanchez,"['76ers', 'Hawks']",True,False
2001-02-22_76ers_Hawks=Roshown McLeod+Toni Kukoc,2001-02-22,Roshown McLeod,Toni Kukoc,"['76ers', 'Hawks']",True,False
2001-02-22_76ers_Hawks=Roshown McLeod+Theo Ratliff,2001-02-22,Roshown McLeod,Theo Ratliff,"['76ers', 'Hawks']",True,False
2001-02-22_76ers_Hawks=Nazr Mohammed+Roshown McLeod,2001-02-22,Roshown McLeod,Nazr Mohammed,"['76ers', 'Hawks']",True,False
2001-02-22_76ers_Hawks=Pepe Sanchez+Roshown McLeod,2001-02-22,Roshown McLeod,Pepe Sanchez,"['76ers', 'Hawks']",True,False
2001-02-22_Knicks_Raptors=Chris Childs+Mark Jackson,2001-02-22,Mark Jackson,Chris Childs,"['Knicks', 'Raptors']",True,False
2001-02-22_Knicks_Raptors=Kareem Rush+Mark Jackson,2001-02-22,Mark Jackson,Kareem Rush,"['Knicks', 'Raptors']",True,True
2001-02-22_Knicks_Raptors=Chris Childs+Muggsy Bogues,2001-02-22,Muggsy Bogues,Chris Childs,"['Knicks', 'Raptors']",True,False
2001-02-22_Knicks_Raptors=Kareem Rush+Muggsy Bogues,2001-02-22,Muggsy Bogues,Kareem Rush,"['Knicks', 'Raptors']",True,True
2001-02-22_Mavericks_Wizards=Christian Laettner+Juwan Howard,2001-02-22,Juwan Howard,Christian Laettner,"['Mavericks', 'Wizards']",True,False
2001-02-22_Mavericks_Wizards=Juwan Howard+Loy Vaught,2001-02-22,Juwan Howard,Loy Vaught,"['Mavericks', 'Wizards']",True,False
2001-02-22_Mavericks_Wizards=Etan Thomas+Juwan Howard,2001-02-22,Juwan Howard,Etan Thomas,"['Mavericks', 'Wizards']",True,False
2001-02-22_Mavericks_Wizards=Hubert Davis+Juwan Howard,2001-02-22,Juwan Howard,Hubert Davis,"['Mavericks', 'Wizards']",True,False
2001-02-22_Mavericks_Wizards=Courtney Alexander+Juwan Howard,2001-02-22,Juwan Howard,Courtney Alexander,"['Mavericks', 'Wizards']",True,False
2001-02-22_Mavericks_Wizards=Calvin Booth+Christian Laettner,2001-02-22,Calvin Booth,Christian Laettner,"['Mavericks', 'Wizards']",True,False
2001-02-22_Mavericks_Wizards=Calvin Booth+Loy Vaught,2001-02-22,Calvin Booth,Loy Vaught,"['Mavericks', 'Wizards']",True,False
2001-02-22_Mavericks_Wizards=Calvin Booth+Etan Thomas,2001-02-22,Calvin Booth,Etan Thomas,"['Mavericks', 'Wizards']",True,False
2001-02-22_Mavericks_Wizards=Calvin Booth+Hubert Davis,2001-02-22,Calvin Booth,Hubert Davis,"['Mavericks', 'Wizards']",True,False
2001-02-22_Mavericks_Wizards=Calvin Booth+Courtney Alexander,2001-02-22,Calvin Booth,Courtney Alexander,"['Mavericks', 'Wizards']",True,False
2001-02-22_Mavericks_Wizards=Christian Laettner+Obinna Ekezie,2001-02-22,Obinna Ekezie,Christian Laettner,"['Mavericks', 'Wizards']",True,False
2001-02-22_Mavericks_Wizards=Loy Vaught+Obinna Ekezie,2001-02-22,Obinna Ekezie,Loy Vaught,"['Mavericks', 'Wizards']",True,False
2001-02-22_Mavericks_Wizards=Etan Thomas+Obinna Ekezie,2001-02-22,Obinna Ekezie,Etan Thomas,"['Mavericks', 'Wizards']",True,False
2001-02-22_Mavericks_Wizards=Hubert Davis+Obinna Ekezie,2001-02-22,Obinna Ekezie,Hubert Davis,"['Mavericks', 'Wizards']",True,False
2001-02-22_Mavericks_Wizards=Courtney Alexander+Obinna Ekezie,2001-02-22,Obinna Ekezie,Courtney Alexander,"['Mavericks', 'Wizards']",True,False
2001-02-22_Pistons_Raptors=Corliss Williamson+Jerome Williams,2001-02-22,Corliss Williamson,Jerome Williams,"['Pistons', 'Raptors']",True,False
2001-02-22_Pistons_Raptors=Corliss Williamson+Eric Montross,2001-02-22,Corliss Williamson,Eric Montross,"['Pistons', 'Raptors']",True,False
2001-02-22_Pistons_Raptors=Jerome Williams+Tyrone Corbin,2001-02-22,Tyrone Corbin,Jerome Williams,"['Pistons', 'Raptors']",True,False
2001-02-22_Pistons_Raptors=Eric Montross+Tyrone Corbin,2001-02-22,Tyrone Corbin,Eric Montross,"['Pistons', 'Raptors']",True,False
2001-02-22_Pistons_Raptors=Jerome Williams+Kornel David,2001-02-22,Kornel David,Jerome Williams,"['Pistons', 'Raptors']",True,False
2001-02-22_Pistons_Raptors=Eric Montross+Kornel David,2001-02-22,Kornel David,Eric Montross,"['Pistons', 'Raptors']",True,False
2001-02-22_Pistons_Raptors=Fran Vazquez+Jerome Williams,2001-02-22,Fran Vazquez,Jerome Williams,"['Pistons', 'Raptors']",True,True
2001-02-22_Pistons_Raptors=Eric Montross+Fran Vazquez,2001-02-22,Fran Vazquez,Eric Montross,"['Pistons', 'Raptors']",True,True
2001-06-02_Magic_Rockets=Brandon Armstrong+Jeryl Sasser,2001-06-02,Jeryl Sasser,Brandon Armstrong,"['Magic', 'Rockets']",False,True
2001-06-14_Bulls_Hornets=Roberto Duenas+Sean Lampley,2001-06-14,Sean Lampley,Roberto Duenas,"['Bulls', 'Hornets']",False,True
2001-06-27_Grizzlies_Kings=Jason Williams+Mike Bibby,2001-06-27,Jason Williams,Mike Bibby,"['Grizzlies', 'Kings']",True,False
2001-06-27_Grizzlies_Kings=Brent Price+Jason Williams,2001-06-27,Jason Williams,Brent Price,"['Grizzlies', 'Kings']",True,False
2001-06-27_Grizzlies_Kings=Mike Bibby+Nick Anderson,2001-06-27,Nick Anderson,Mike Bibby,"['Grizzlies', 'Kings']",True,False
2001-06-27_Grizzlies_Kings=Brent Price+Nick Anderson,2001-06-27,Nick Anderson,Brent Price,"['Grizzlies', 'Kings']",True,False
2001-06-27_Bulls_Clippers=Brian Skinner+Elton Brand,2001-06-27,Brian Skinner,Elton Brand,"['Bulls', 'Clippers']",True,False
2001-06-27_Bulls_Clippers=Elton Brand+Tyson Chandler,2001-06-27,Tyson Chandler,Elton Brand,"['Bulls', 'Clippers']",True,True
2001-06-27_Sonics_Wizards=Bobby Simmons+Peja Drobnjak,2001-06-27,Peja Drobnjak,Bobby Simmons,"['Sonics', 'Wizards']",False,True
2001-06-27_Hawks_Rockets=Carlos Delfino+Terence Morris,2001-06-27,Carlos Delfino,Terence Morris,"['Hawks', 'Rockets']",False,True
2001-06-27_Nets_Rockets=Eddie Griffin+Richard Jefferson,2001-06-27,Richard Jefferson,Eddie Griffin,"['Nets', 'Rockets']",False,True
2001-06-27_Nets_Rockets=Eddie Griffin+Jason Collins,2001-06-27,Jason Collins,Eddie Griffin,"['Nets', 'Rockets']",False,True
2001-06-27_Nets_Rockets=Brandon Armstrong+Eddie Griffin,2001-06-27,Brandon Armstrong,Eddie Griffin,"['Nets', 'Rockets']",False,True
2001-06-27_Cavaliers_Magic=Brendan Haywood+Michael Doleac,2001-06-27,Michael Doleac,Brendan Haywood,"['Cavaliers', 'Magic']",True,True
2001-06-27_Hawks_Pacers (trade was made official on 07-19)=Boris Diaw+Jamaal Tinsley,2001-06-27,Boris Diaw,Jamaal Tinsley,"['Hawks', 'Pacers (trade was made official on 07-19)']",False,True
2001-06-27_Hawks (trade was made official on 07-19)_Pacers=Boris Diaw+Jamaal Tinsley,2001-06-27,Jamaal Tinsley,Boris Diaw,"['Pacers', 'Hawks (trade was made official on 07-19)']",False,True
2001-06-28_Pistons_Suns=Clifford Robinson (R.)+John Wallace,2001-06-28,Clifford Robinson (R.),John Wallace,"['Pistons', 'Suns']",True,False
2001-06-28_Pistons_Suns=Clifford Robinson (R.)+Jud Buechler,2001-06-28,Clifford Robinson (R.),Jud Buechler,"['Pistons', 'Suns']",True,False
2001-06-28_Bucks_Lakers=Greg Foster+Lindsey Hunter,2001-06-28,Greg Foster,Lindsey Hunter,"['Bucks', 'Lakers']",True,False
2001-07-13_Bulls_Raptors (effective 2001-07-18)=Brian Skinner+Charles Oakley,2001-07-13,Charles Oakley,Brian Skinner,"['Bulls', 'Raptors (effective 2001-07-18)']",True,False
2001-07-13_Bulls_Raptors (effective 2001-07-18)=Brian Skinner+Jason Jennings,2001-07-13,Jason Jennings,Brian Skinner,"['Bulls', 'Raptors (effective 2001-07-18)']",True,True
2001-07-13_Bulls (effective 2001-07-18)_Raptors=Brian Skinner+Charles Oakley,2001-07-13,Brian Skinner,Charles Oakley,"['Raptors', 'Bulls (effective 2001-07-18)']",True,False
2001-07-13_Bulls (effective 2001-07-18)_Raptors=Brian Skinner+Jason Jennings,2001-07-13,Brian Skinner,Jason Jennings,"['Raptors', 'Bulls (effective 2001-07-18)']",True,True
2001-07-18_Nets_Suns=Jason Kidd+Stephon Marbury,2001-07-18,Jason Kidd,Stephon Marbury,"['Nets', 'Suns']",True,False
2001-07-18_Nets_Suns=Jason Kidd+Johnny Newman,2001-07-18,Jason Kidd,Johnny Newman,"['Nets', 'Suns']",True,False
2001-07-18_Nets_Suns=Jason Kidd+Soumaila Samake,2001-07-18,Jason Kidd,Soumaila Samake,"['Nets', 'Suns']",True,False
2001-07-18_Nets_Suns=Chris Dudley+Stephon Marbury,2001-07-18,Chris Dudley,Stephon Marbury,"['Nets', 'Suns']",True,False
2001-07-18_Nets_Suns=Chris Dudley+Johnny Newman,2001-07-18,Chris Dudley,Johnny Newman,"['Nets', 'Suns']",True,False
2001-07-18_Nets_Suns=Chris Dudley+Soumaila Samake,2001-07-18,Chris Dudley,Soumaila Samake,"['Nets', 'Suns']",True,False
2001-07-18_Pistons_Suns=Clifford Robinson (R.)+Jud Buechler,2001-07-18,Clifford Robinson (R.),Jud Buechler,"['Pistons', 'Suns']",True,False
2001-07-18_Pistons_Suns=Clifford Robinson (R.)+John Wallace,2001-07-18,Clifford Robinson (R.),John Wallace,"['Pistons', 'Suns']",True,False
2001-07-18_Pistons_Raptors=Tito Maddox+Zeljko Rebraca,2001-07-18,Zeljko Rebraca,Tito Maddox,"['Pistons', 'Raptors']",False,True
2001-07-18_Pistons_Raptors=Rasual Butler+Zeljko Rebraca,2001-07-18,Zeljko Rebraca,Rasual Butler,"['Pistons', 'Raptors']",False,True
2001-07-19_Grizzlies_Hawks=Lorenzen Wright+Shareef Abdur-Rahim,2001-07-19,Lorenzen Wright,Shareef Abdur-Rahim,"['Grizzlies', 'Hawks']",True,False
2001-07-19_Grizzlies_Hawks=Jamaal Tinsley+Lorenzen Wright,2001-07-19,Lorenzen Wright,Jamaal Tinsley,"['Grizzlies', 'Hawks']",True,True
2001-07-19_Grizzlies_Hawks=Brevin Knight+Shareef Abdur-Rahim,2001-07-19,Brevin Knight,Shareef Abdur-Rahim,"['Grizzlies', 'Hawks']",True,False
2001-07-19_Grizzlies_Hawks=Brevin Knight+Jamaal Tinsley,2001-07-19,Brevin Knight,Jamaal Tinsley,"['Grizzlies', 'Hawks']",True,True
2001-07-19_Grizzlies_Hawks=Pau Gasol+Shareef Abdur-Rahim,2001-07-19,Pau Gasol,Shareef Abdur-Rahim,"['Grizzlies', 'Hawks']",True,True
2001-07-19_Grizzlies_Hawks=Jamaal Tinsley+Pau Gasol,2001-07-19,Pau Gasol,Jamaal Tinsley,"['Grizzlies', 'Hawks']",False,True
2001-07-19_Blazers_Bulls=Greg Anthony+Jason Jennings,2001-07-19,Jason Jennings,Greg Anthony,"['Blazers', 'Bulls']",True,True
2001-07-24_Blazers_Spurs=Derek Anderson+Steve Smith (Delano),2001-07-24,Derek Anderson,Steve Smith (Delano),"['Blazers', 'Spurs']",True,False
2001-07-24_Blazers_Spurs=Steve Kerr+Steve Smith (Delano),2001-07-24,Steve Kerr,Steve Smith (Delano),"['Blazers', 'Spurs']",True,False
2001-07-24_Blazers_Spurs=Andreas Glyniadakis+Steve Smith (Delano),2001-07-24,Andreas Glyniadakis,Steve Smith (Delano),"['Blazers', 'Spurs']",True,True
2001-08-01_Magic_Wizards=Brendan Haywood+Laron Profit,2001-08-01,Laron Profit,Brendan Haywood,"['Magic', 'Wizards']",True,True
2001-08-01_Magic_Wizards=Brendan Haywood+Julius Hodge,2001-08-01,Julius Hodge,Brendan Haywood,"['Magic', 'Wizards']",False,True
2001-08-02_Raptors_Rockets=Bostjan Nachbar+Hakeem Olajuwon,2001-08-02,Hakeem Olajuwon,Bostjan Nachbar,"['Raptors', 'Rockets']",True,True
2001-08-02_Raptors_Rockets=Hakeem Olajuwon+Tito Maddox,2001-08-02,Hakeem Olajuwon,Tito Maddox,"['Raptors', 'Rockets']",True,True
2001-08-03_76ers_Celtics=Jerome Moiso+Roshown McLeod,2001-08-03,Jerome Moiso,Roshown McLeod,"['76ers', 'Celtics']",True,False
2001-08-03_76ers_Celtics=Dahntay Jones+Jerome Moiso,2001-08-03,Jerome Moiso,Dahntay Jones,"['76ers', 'Celtics']",True,True
2001-08-03_76ers_Cavaliers=Matt Harpring+Tyrone Hill,2001-08-03,Matt Harpring,Tyrone Hill,"['76ers', 'Cavaliers']",True,False
2001-08-03_76ers_Cavaliers=Jumaine Jones+Matt Harpring,2001-08-03,Matt Harpring,Jumaine Jones,"['76ers', 'Cavaliers']",True,False
2001-08-03_76ers_Cavaliers=Tractor Traylor+Tyrone Hill,2001-08-03,Tractor Traylor,Tyrone Hill,"['76ers', 'Cavaliers']",True,False
2001-08-03_76ers_Cavaliers=Jumaine Jones+Tractor Traylor,2001-08-03,Tractor Traylor,Jumaine Jones,"['76ers', 'Cavaliers']",True,False
2001-08-03_76ers_Cavaliers=Cedric Henderson (E.)+Tyrone Hill,2001-08-03,Cedric Henderson (E.),Tyrone Hill,"['76ers', 'Cavaliers']",True,False
2001-08-03_76ers_Cavaliers=Cedric Henderson (E.)+Jumaine Jones,2001-08-03,Cedric Henderson (E.),Jumaine Jones,"['76ers', 'Cavaliers']",True,False
2001-08-10_Knicks_Mavericks_Rockets=Glen Rice (Sr.)+Shandon Anderson,2001-08-10,Shandon Anderson,Glen Rice (Sr.),"['Rockets', 'Knicks', 'Mavericks']",True,False
2001-08-10_Knicks_Mavericks_Rockets=Muggsy Bogues+Shandon Anderson,2001-08-10,Shandon Anderson,Muggsy Bogues,"['Rockets', 'Knicks', 'Mavericks']",True,False
2001-08-10_Knicks_Mavericks_Rockets=Glen Rice (Sr.)+Howard Eisley,2001-08-10,Howard Eisley,Glen Rice (Sr.),"['Rockets', 'Knicks', 'Mavericks']",True,False
2001-08-10_Knicks_Mavericks_Rockets=Howard Eisley+Muggsy Bogues,2001-08-10,Howard Eisley,Muggsy Bogues,"['Rockets', 'Knicks', 'Mavericks']",True,False
2001-08-10_Knicks_Mavericks_Rockets=Kyle Hill+Muggsy Bogues,2001-08-10,Muggsy Bogues,Kyle Hill,"['Rockets', 'Knicks', 'Mavericks']",True,True
2001-08-10_Knicks_Mavericks_Rockets=Kyle Hill+Shandon Anderson,2001-08-10,Kyle Hill,Shandon Anderson,"['Rockets', 'Knicks', 'Mavericks']",True,True
2001-08-22_Heat_Mavericks=Matt Freije+Tim Hardaway Sr.,2001-08-22,Matt Freije,Tim Hardaway Sr.,"['Heat', 'Mavericks']",True,True
2001-09-07_Kings_Pistons=Jon Barry+Mateen Cleaves,2001-09-07,Mateen Cleaves,Jon Barry,"['Kings', 'Pistons']",True,False
2001-09-07_Kings_Pistons=Carlos Delfino+Mateen Cleaves,2001-09-07,Mateen Cleaves,Carlos Delfino,"['Kings', 'Pistons']",True,True
2001-10-01_Bulls_Heat=Sean Lampley+Tommy Smith,2001-10-01,Tommy Smith,Sean Lampley,"['Bulls', 'Heat']",False,True
2001-10-22_Bucks_Nuggets_Rockets=Aleksandar Radojevic+Scott Williams,2001-10-22,Aleksandar Radojevic,Scott Williams,"['Rockets', 'Bucks', 'Nuggets']",True,False
2001-10-22_Bucks_Nuggets_Rockets=Aleksandar Radojevic+Josh Smith,2001-10-22,Aleksandar Radojevic,Josh Smith,"['Rockets', 'Bucks', 'Nuggets']",True,True
2001-10-22_Bucks_Nuggets_Rockets=Dan Gadzuric+Scott Williams,2001-10-22,Dan Gadzuric,Scott Williams,"['Rockets', 'Bucks', 'Nuggets']",True,True
2001-10-22_Bucks_Nuggets_Rockets=Dan Gadzuric+Josh Smith,2001-10-22,Dan Gadzuric,Josh Smith,"['Rockets', 'Bucks', 'Nuggets']",False,True
2001-10-22_Bucks_Nuggets_Rockets=Kevin Willis+Scott Williams,2001-10-22,Scott Williams,Kevin Willis,"['Rockets', 'Bucks', 'Nuggets']",True,False
2001-10-22_Bucks_Nuggets_Rockets=Josh Smith+Kevin Willis,2001-10-22,Josh Smith,Kevin Willis,"['Rockets', 'Bucks', 'Nuggets']",True,True
2001-10-22_Bucks_Nuggets_Rockets=Dan Gadzuric+Kevin Willis,2001-10-22,Kevin Willis,Dan Gadzuric,"['Rockets', 'Bucks', 'Nuggets']",True,True
2001-10-25_76ers_Hornets_Warriors=Derrick Coleman+George Lynch,2001-10-25,Derrick Coleman,George Lynch,"['Warriors', '76ers', 'Hornets']",True,False
2001-10-25_76ers_Hornets_Warriors=Derrick Coleman+Jerome Moiso,2001-10-25,Derrick Coleman,Jerome Moiso,"['Warriors', '76ers', 'Hornets']",True,False
2001-10-25_76ers_Hornets_Warriors=Derrick Coleman+Tractor Traylor,2001-10-25,Derrick Coleman,Tractor Traylor,"['Warriors', '76ers', 'Hornets']",True,False
2001-10-25_76ers_Hornets_Warriors=Cedric Henderson (E.)+Derrick Coleman,2001-10-25,Derrick Coleman,Cedric Henderson (E.),"['Warriors', '76ers', 'Hornets']",True,False
2001-10-25_76ers_Hornets_Warriors=Derrick Coleman+Joey Graham,2001-10-25,Derrick Coleman,Joey Graham,"['Warriors', '76ers', 'Hornets']",True,True
2001-10-25_76ers_Hornets_Warriors=Corie Blount+George Lynch,2001-10-25,Corie Blount,George Lynch,"['Warriors', '76ers', 'Hornets']",True,False
2001-10-25_76ers_Hornets_Warriors=Corie Blount+Jerome Moiso,2001-10-25,Corie Blount,Jerome Moiso,"['Warriors', '76ers', 'Hornets']",True,False
2001-10-25_76ers_Hornets_Warriors=Corie Blount+Tractor Traylor,2001-10-25,Corie Blount,Tractor Traylor,"['Warriors', '76ers', 'Hornets']",True,False
2001-10-25_76ers_Hornets_Warriors=Cedric Henderson (E.)+Corie Blount,2001-10-25,Corie Blount,Cedric Henderson (E.),"['Warriors', '76ers', 'Hornets']",True,False
